Date,Expense Name,Amount,Account Number,Budget Category
2024-06-27,DoorDash,-78,Savings,Groceries & Dining
2024-06-29,Amazon Prime Video,-15,Checking,Entertainment
2024-06-30,HBO Max Subscription,-62,Checking,Entertainment
2024-06-30,Chipotle,-113,Savings,Groceries & Dining
2024-07-01,Zara Clothing,-182,Savings,Shopping & Miscellaneous
2024-07-02,McDonald's,-181,Checking,Groceries & Dining
2024-07-02,Walmart Household Supplies,-198,Savings,Shopping & Miscellaneous
2024-07-06,Amazon Prime Video,-21,Savings,Entertainment
2024-07-06,Heating Bill - GasCompany,-40,Savings,Utilities & Bills
2024-07-06,Internet Bill - Comcast,-82,Savings,Utilities & Bills
2024-07-07,Apple Store,-204,Savings,Shopping & Miscellaneous
2024-07-07,IKEA Furniture,-70,Savings,Shopping & Miscellaneous
2024-07-08,IKEA Furniture,-36,Savings,Shopping & Miscellaneous
2024-07-09,Starbucks Coffee,-240,Savings,Groceries & Dining
2024-07-09,Trader Joe's,-77,Savings,Groceries & Dining
2024-07-10,Water Bill - City Water,-80,Savings,Utilities & Bills
2024-07-10,Transfer to Savings Account,132,Savings,Savings
2024-07-12,McDonald's,-90,Checking,Groceries & Dining
2024-07-12,Trader Joe's,-133,Savings,Groceries & Dining
2024-07-12,Uber Eats,-281,Checking,Groceries & Dining
2024-07-13,McDonald's,-127,Savings,Groceries & Dining
2024-07-13,Local Farmers Market,-239,Savings,Groceries & Dining
2024-07-13,Internet Bill - Comcast,-87,Checking,Utilities & Bills
2024-07-14,Walmart Groceries,-152,Checking,Groceries & Dining
2024-07-16,Zara Clothing,-37,Checking,Shopping & Miscellaneous
2024-07-16,Retirement Contribution - Vanguard,278,Savings,Savings
2024-07-16,Mobile Plan - Verizon,-77,Savings,Utilities & Bills
2024-07-16,Retirement Contribution - Vanguard,458,Checking,Savings
2024-07-17,Walmart Groceries,-137,Savings,Groceries & Dining
2024-07-18,Emergency Fund Contribution,464,Savings,Savings
2024-07-18,Mobile Plan - Verizon,-89,Savings,Utilities & Bills
2024-07-19,Local Theatre Play,-15,Checking,Entertainment
2024-07-19,Escape Room Experience,-10,Savings,Entertainment
2024-07-20,Amusement Park Ticket,-43,Savings,Entertainment
2024-07-20,Walmart Groceries,-229,Checking,Groceries & Dining
2024-07-23,Transfer to Savings Account,319,Savings,Savings
2024-07-23,Local Boutique Purchase,-123,Checking,Shopping & Miscellaneous
2024-07-23,Electricity Bill - PowerCo,-25,Checking,Utilities & Bills
2024-07-24,Salary Payment,3000,Checking,Salary
2024-07-24,Monthly Rent - Apartment,-1200,Checking,Rent
2024-07-26,Whole Foods,-68,Savings,Groceries & Dining
2024-07-26,Investment Deposit,332,Savings,Savings
2024-07-27,Retirement Contribution - Vanguard,102,Savings,Savings
2024-07-27,Amusement Park Ticket,-68,Checking,Entertainment
2024-07-27,Concert Tickets,-21,Checking,Entertainment
2024-07-27,Heating Bill - GasCompany,-77,Savings,Utilities & Bills
2024-07-28,Emergency Fund Contribution,204,Checking,Savings
2024-07-30,Trader Joe's,-214,Savings,Groceries & Dining
2024-07-31,Escape Room Experience,-69,Savings,Entertainment
2024-07-31,Best Buy Electronics,-56,Checking,Shopping & Miscellaneous
2024-07-31,Trader Joe's,-142,Checking,Groceries & Dining
2024-07-31,McDonald's,-105,Checking,Groceries & Dining
2024-08-01,HBO Max Subscription,-64,Savings,Entertainment
2024-08-01,Mobile Plan - Verizon,-51,Checking,Utilities & Bills
2024-08-02,Chipotle,-244,Checking,Groceries & Dining
2024-08-03,Emergency Fund Contribution,445,Savings,Savings
2024-08-03,Local Farmers Market,-116,Checking,Groceries & Dining
2024-08-04,Electricity Bill - PowerCo,-56,Savings,Utilities & Bills
2024-08-04,Emergency Fund Contribution,188,Savings,Savings
2024-08-05,Zara Clothing,-71,Checking,Shopping & Miscellaneous
2024-08-06,Netflix Subscription,-45,Savings,Entertainment
2024-08-09,Local Theatre Play,-28,Savings,Entertainment
2024-08-10,Transfer to Savings Account,485,Savings,Savings
2024-08-10,Investment Deposit,394,Checking,Savings
2024-08-11,Electricity Bill - PowerCo,-53,Savings,Utilities & Bills
2024-08-12,Electricity Bill - PowerCo,-100,Savings,Utilities & Bills
2024-08-12,Electricity Bill - PowerCo,-81,Checking,Utilities & Bills
2024-08-12,Local Theatre Play,-53,Savings,Entertainment
2024-08-12,Water Bill - City Water,-84,Savings,Utilities & Bills
2024-08-13,Stock Purchase - Robinhood,362,Savings,Savings
2024-08-13,Target Shopping,-122,Savings,Shopping & Miscellaneous
2024-08-13,Water Bill - City Water,-23,Savings,Utilities & Bills
2024-08-13,Whole Foods,-232,Savings,Groceries & Dining
2024-08-13,Water Bill - City Water,-43,Checking,Utilities & Bills
2024-08-14,Water Bill - City Water,-31,Savings,Utilities & Bills
2024-08-16,Nike Shoes,-181,Checking,Shopping & Miscellaneous
2024-08-17,Best Buy Electronics,-107,Checking,Shopping & Miscellaneous
2024-08-17,Electricity Bill - PowerCo,-22,Checking,Utilities & Bills
2024-08-19,Best Buy Electronics,-212,Savings,Shopping & Miscellaneous
2024-08-20,Stock Purchase - Robinhood,393,Checking,Savings
2024-08-22,Mobile Plan - Verizon,-56,Savings,Utilities & Bills
2024-08-22,McDonald's,-87,Checking,Groceries & Dining
2024-08-23,Retirement Contribution - Vanguard,201,Savings,Savings
2024-08-23,Transfer to Savings Account,137,Savings,Savings
2024-08-23,Monthly Rent - Apartment,-1200,Checking,Rent
2024-08-23,Salary Payment,3000,Checking,Salary
2024-08-25,Fine Dining Restaurant,-299,Savings,Groceries & Dining
2024-08-25,Domino's Pizza,-196,Savings,Groceries & Dining
2024-08-26,Amazon Prime Video,-62,Checking,Entertainment
2024-08-26,Internet Bill - Comcast,-81,Checking,Utilities & Bills
2024-08-27,Walmart Household Supplies,-218,Checking,Shopping & Miscellaneous
2024-08-27,Amazon Prime Video,-46,Checking,Entertainment
2024-08-27,Heating Bill - GasCompany,-25,Checking,Utilities & Bills
2024-08-28,Electricity Bill - PowerCo,-26,Checking,Utilities & Bills
2024-08-29,Internet Bill - Comcast,-21,Savings,Utilities & Bills
2024-08-29,Transfer to Savings Account,398,Checking,Savings
2024-08-29,McDonald's,-262,Checking,Groceries & Dining
2024-08-29,Netflix Subscription,-53,Checking,Entertainment
2024-08-30,Transfer to Savings Account,333,Savings,Savings
2024-08-30,McDonald's,-185,Checking,Groceries & Dining
2024-08-30,Fine Dining Restaurant,-105,Checking,Groceries & Dining
2024-08-30,DoorDash,-195,Savings,Groceries & Dining
2024-09-02,Stock Purchase - Robinhood,459,Checking,Savings
2024-09-03,Electricity Bill - PowerCo,-84,Savings,Utilities & Bills
2024-09-03,Internet Bill - Comcast,-29,Checking,Utilities & Bills
2024-09-04,IKEA Furniture,-106,Savings,Shopping & Miscellaneous
2024-09-05,Retirement Contribution - Vanguard,371,Checking,Savings
2024-09-06,Amazon Purchase,-156,Checking,Shopping & Miscellaneous
2024-09-06,McDonald's,-90,Savings,Groceries & Dining
2024-09-07,Starbucks Coffee,-88,Checking,Groceries & Dining
2024-09-07,DoorDash,-283,Checking,Groceries & Dining
2024-09-07,Transfer to Savings Account,500,Checking,Savings
2024-09-07,Transfer to Savings Account,385,Checking,Savings
2024-09-08,Water Bill - City Water,-61,Savings,Utilities & Bills
2024-09-08,Whole Foods,-182,Savings,Groceries & Dining
2024-09-10,Local Farmers Market,-174,Savings,Groceries & Dining
2024-09-11,Netflix Subscription,-22,Savings,Entertainment
2024-09-12,Investment Deposit,162,Checking,Savings
2024-09-12,McDonald's,-191,Checking,Groceries & Dining
2024-09-14,Heating Bill - GasCompany,-36,Checking,Utilities & Bills
2024-09-14,Etsy Handmade Goods,-63,Checking,Shopping & Miscellaneous
2024-09-15,Internet Bill - Comcast,-43,Checking,Utilities & Bills
2024-09-15,Amusement Park Ticket,-19,Checking,Entertainment
2024-09-15,Target Shopping,-211,Checking,Shopping & Miscellaneous
2024-09-16,Netflix Subscription,-47,Savings,Entertainment
2024-09-17,HBO Max Subscription,-21,Savings,Entertainment
2024-09-18,Stock Purchase - Robinhood,356,Savings,Savings
2024-09-19,Heating Bill - GasCompany,-97,Savings,Utilities & Bills
2024-09-19,Electricity Bill - PowerCo,-48,Checking,Utilities & Bills
2024-09-19,McDonald's,-67,Checking,Groceries & Dining
2024-09-19,Heating Bill - GasCompany,-26,Checking,Utilities & Bills
2024-09-20,Local Theatre Play,-43,Savings,Entertainment
2024-09-20,Internet Bill - Comcast,-39,Savings,Utilities & Bills
2024-09-21,Spotify Premium,-54,Checking,Entertainment
2024-09-21,Movie Night - AMC Theatres,-19,Savings,Entertainment
2024-09-22,Salary Payment,3000,Checking,Salary
2024-09-22,Monthly Rent - Apartment,-1200,Checking,Rent
2024-09-23,Movie Night - AMC Theatres,-55,Checking,Entertainment
2024-09-23,Amazon Prime Video,-21,Checking,Entertainment
2024-09-23,Nike Shoes,-206,Savings,Shopping & Miscellaneous
2024-09-23,Amazon Prime Video,-14,Checking,Entertainment
2024-09-24,McDonald's,-128,Checking,Groceries & Dining
2024-09-24,Whole Foods,-270,Checking,Groceries & Dining
2024-09-24,Domino's Pizza,-171,Savings,Groceries & Dining
2024-09-25,IKEA Furniture,-43,Checking,Shopping & Miscellaneous
2024-09-26,Water Bill - City Water,-98,Savings,Utilities & Bills
2024-09-27,Nike Shoes,-220,Savings,Shopping & Miscellaneous
2024-09-27,McDonald's,-165,Savings,Groceries & Dining
2024-09-27,Emergency Fund Contribution,359,Savings,Savings
2024-09-27,Internet Bill - Comcast,-62,Savings,Utilities & Bills
2024-09-28,Apple Store,-52,Savings,Shopping & Miscellaneous
2024-09-28,Starbucks Coffee,-198,Checking,Groceries & Dining
2024-10-01,Nike Shoes,-49,Checking,Shopping & Miscellaneous
2024-10-01,Amazon Purchase,-154,Checking,Shopping & Miscellaneous
2024-10-01,Trader Joe's,-261,Checking,Groceries & Dining
2024-10-03,Transfer to Savings Account,456,Savings,Savings
2024-10-03,Trader Joe's,-65,Savings,Groceries & Dining
2024-10-03,Domino's Pizza,-98,Savings,Groceries & Dining
2024-10-05,Electricity Bill - PowerCo,-71,Savings,Utilities & Bills
2024-10-06,Retirement Contribution - Vanguard,182,Savings,Savings
2024-10-07,Target Shopping,-46,Checking,Shopping & Miscellaneous
2024-10-07,Best Buy Electronics,-53,Savings,Shopping & Miscellaneous
2024-10-07,Chipotle,-285,Savings,Groceries & Dining
2024-10-07,Emergency Fund Contribution,197,Checking,Savings
2024-10-08,Movie Night - AMC Theatres,-35,Savings,Entertainment
2024-10-08,Retirement Contribution - Vanguard,204,Savings,Savings
2024-10-09,Fine Dining Restaurant,-258,Savings,Groceries & Dining
2024-10-09,Local Theatre Play,-12,Checking,Entertainment
2024-10-12,Netflix Subscription,-60,Checking,Entertainment
2024-10-12,Netflix Subscription,-22,Checking,Entertainment
2024-10-14,Amusement Park Ticket,-60,Checking,Entertainment
2024-10-15,Chipotle,-213,Savings,Groceries & Dining
2024-10-16,Investment Deposit,352,Savings,Savings
2024-10-16,Escape Room Experience,-48,Checking,Entertainment
2024-10-19,Etsy Handmade Goods,-141,Savings,Shopping & Miscellaneous
2024-10-20,Mobile Plan - Verizon,-93,Checking,Utilities & Bills
2024-10-21,Mobile Plan - Verizon,-72,Savings,Utilities & Bills
2024-10-21,Transfer to Savings Account,121,Savings,Savings
2024-10-22,Retirement Contribution - Vanguard,210,Checking,Savings
2024-10-22,Monthly Rent - Apartment,-1200,Checking,Rent
2024-10-22,Uber Eats,-190,Checking,Groceries & Dining
2024-10-22,Fine Dining Restaurant,-146,Checking,Groceries & Dining
2024-10-22,Salary Payment,3000,Checking,Salary
2024-10-23,Netflix Subscription,-12,Checking,Entertainment
2024-10-23,Chipotle,-277,Checking,Groceries & Dining
2024-10-25,Trader Joe's,-175,Checking,Groceries & Dining
2024-10-25,Escape Room Experience,-49,Checking,Entertainment
2024-10-25,Mobile Plan - Verizon,-82,Checking,Utilities & Bills
2024-10-26,Local Theatre Play,-58,Checking,Entertainment
2024-10-26,Mobile Plan - Verizon,-46,Checking,Utilities & Bills
2024-10-27,Walmart Household Supplies,-163,Savings,Shopping & Miscellaneous
2024-10-29,Domino's Pizza,-279,Checking,Groceries & Dining
2024-10-29,Starbucks Coffee,-256,Checking,Groceries & Dining
2024-10-29,Transfer to Savings Account,258,Checking,Savings
2024-10-29,Investment Deposit,438,Savings,Savings
2024-10-29,Transfer to Savings Account,442,Savings,Savings
2024-10-31,Water Bill - City Water,-55,Checking,Utilities & Bills
2024-11-01,Heating Bill - GasCompany,-66,Checking,Utilities & Bills
2024-11-02,Nike Shoes,-189,Savings,Shopping & Miscellaneous
2024-11-02,Electricity Bill - PowerCo,-52,Savings,Utilities & Bills
2024-11-04,Best Buy Electronics,-237,Checking,Shopping & Miscellaneous
2024-11-04,Fine Dining Restaurant,-297,Savings,Groceries & Dining
2024-11-04,Electricity Bill - PowerCo,-31,Checking,Utilities & Bills
2024-11-04,Trader Joe's,-173,Savings,Groceries & Dining
2024-11-06,Internet Bill - Comcast,-75,Checking,Utilities & Bills
2024-11-06,Sephora Makeup,-227,Savings,Shopping & Miscellaneous
2024-11-06,Investment Deposit,455,Checking,Savings
2024-11-07,Apple Store,-226,Checking,Shopping & Miscellaneous
2024-11-07,Escape Room Experience,-60,Savings,Entertainment
2024-11-07,Mobile Plan - Verizon,-66,Savings,Utilities & Bills
2024-11-08,Best Buy Electronics,-35,Checking,Shopping & Miscellaneous
2024-11-09,Concert Tickets,-56,Savings,Entertainment
2024-11-09,Electricity Bill - PowerCo,-26,Savings,Utilities & Bills
2024-11-10,Heating Bill - GasCompany,-90,Savings,Utilities & Bills
2024-11-10,Electricity Bill - PowerCo,-57,Checking,Utilities & Bills
2024-11-11,Chipotle,-202,Checking,Groceries & Dining
2024-11-11,Retirement Contribution - Vanguard,480,Savings,Savings
2024-11-11,Etsy Handmade Goods,-216,Savings,Shopping & Miscellaneous
2024-11-11,DoorDash,-81,Checking,Groceries & Dining
2024-11-12,Escape Room Experience,-55,Checking,Entertainment
2024-11-12,Heating Bill - GasCompany,-21,Savings,Utilities & Bills
2024-11-13,Sephora Makeup,-53,Checking,Shopping & Miscellaneous
2024-11-15,IKEA Furniture,-168,Checking,Shopping & Miscellaneous
2024-11-15,Netflix Subscription,-63,Checking,Entertainment
2024-11-15,Retirement Contribution - Vanguard,337,Savings,Savings
2024-11-15,Etsy Handmade Goods,-138,Savings,Shopping & Miscellaneous
2024-11-16,Electricity Bill - PowerCo,-64,Checking,Utilities & Bills
2024-11-16,Apple Store,-230,Checking,Shopping & Miscellaneous
2024-11-16,Electricity Bill - PowerCo,-38,Savings,Utilities & Bills
2024-11-16,Escape Room Experience,-33,Checking,Entertainment
2024-11-17,Concert Tickets,-42,Savings,Entertainment
2024-11-18,Amusement Park Ticket,-28,Savings,Entertainment
2024-11-19,Investment Deposit,374,Checking,Savings
2024-11-20,Apple Store,-60,Savings,Shopping & Miscellaneous
2024-11-20,Target Shopping,-130,Savings,Shopping & Miscellaneous
2024-11-20,Water Bill - City Water,-20,Checking,Utilities & Bills
2024-11-20,Internet Bill - Comcast,-59,Checking,Utilities & Bills
2024-11-21,Salary Payment,3000,Checking,Salary
2024-11-21,Electricity Bill - PowerCo,-23,Checking,Utilities & Bills
2024-11-21,Monthly Rent - Apartment,-1200,Checking,Rent
2024-11-21,Spotify Premium,-12,Savings,Entertainment
2024-11-23,Stock Purchase - Robinhood,207,Checking,Savings
2024-11-24,Apple Store,-55,Savings,Shopping & Miscellaneous
2024-11-25,Stock Purchase - Robinhood,413,Savings,Savings
2024-11-25,Water Bill - City Water,-78,Savings,Utilities & Bills
2024-11-27,Retirement Contribution - Vanguard,106,Savings,Savings
2024-11-27,Concert Tickets,-43,Savings,Entertainment
2024-11-29,Transfer to Savings Account,458,Checking,Savings
2024-11-30,Movie Night - AMC Theatres,-69,Checking,Entertainment
2024-11-30,Retirement Contribution - Vanguard,338,Savings,Savings
2024-11-30,Starbucks Coffee,-65,Savings,Groceries & Dining
2024-11-30,Nike Shoes,-164,Savings,Shopping & Miscellaneous
2024-12-01,Local Theatre Play,-41,Checking,Entertainment
2024-12-01,Water Bill - City Water,-37,Checking,Utilities & Bills
2024-12-02,Concert Tickets,-27,Savings,Entertainment
2024-12-06,Emergency Fund Contribution,310,Checking,Savings
2024-12-06,Transfer to Savings Account,196,Savings,Savings
2024-12-08,Internet Bill - Comcast,-41,Savings,Utilities & Bills
2024-12-08,Starbucks Coffee,-90,Savings,Groceries & Dining
2024-12-09,Target Shopping,-242,Savings,Shopping & Miscellaneous
2024-12-09,Sephora Makeup,-63,Checking,Shopping & Miscellaneous
2024-12-09,Amazon Purchase,-122,Checking,Shopping & Miscellaneous
2024-12-09,Starbucks Coffee,-249,Savings,Groceries & Dining
2024-12-09,Starbucks Coffee,-276,Savings,Groceries & Dining
2024-12-10,Transfer to Savings Account,450,Savings,Savings
2024-12-11,Escape Room Experience,-17,Savings,Entertainment
2024-12-12,Electricity Bill - PowerCo,-61,Checking,Utilities & Bills
2024-12-13,Electricity Bill - PowerCo,-88,Savings,Utilities & Bills
2024-12-13,Amazon Purchase,-43,Savings,Shopping & Miscellaneous
2024-12-14,Trader Joe's,-85,Checking,Groceries & Dining
2024-12-14,Fine Dining Restaurant,-205,Checking,Groceries & Dining
2024-12-15,Local Boutique Purchase,-40,Checking,Shopping & Miscellaneous
2024-12-15,Netflix Subscription,-22,Savings,Entertainment
2024-12-15,Netflix Subscription,-64,Savings,Entertainment
2024-12-15,Retirement Contribution - Vanguard,337,Checking,Savings
2024-12-16,Uber Eats,-143,Savings,Groceries & Dining
2024-12-16,Heating Bill - GasCompany,-26,Checking,Utilities & Bills
2024-12-17,Water Bill - City Water,-94,Savings,Utilities & Bills
2024-12-18,Transfer to Savings Account,285,Savings,Savings
2024-12-18,IKEA Furniture,-211,Savings,Shopping & Miscellaneous
2024-12-19,Movie Night - AMC Theatres,-51,Checking,Entertainment
2024-12-20,Investment Deposit,254,Savings,Savings
2024-12-20,Sephora Makeup,-96,Checking,Shopping & Miscellaneous
2024-12-21,Monthly Rent - Apartment,-1200,Checking,Rent
2024-12-21,Salary Payment,3000,Checking,Salary
2024-12-22,Target Shopping,-78,Checking,Shopping & Miscellaneous
2024-12-22,Chipotle,-223,Savings,Groceries & Dining
2024-12-23,Nike Shoes,-186,Checking,Shopping & Miscellaneous
2024-12-24,Electricity Bill - PowerCo,-91,Savings,Utilities & Bills
2024-12-25,Retirement Contribution - Vanguard,489,Checking,Savings
2024-12-26,Walmart Groceries,-67,Savings,Groceries & Dining
2024-12-27,Emergency Fund Contribution,482,Savings,Savings
2024-12-27,Etsy Handmade Goods,-161,Checking,Shopping & Miscellaneous
2024-12-27,Domino's Pizza,-169,Savings,Groceries & Dining
2024-12-27,Heating Bill - GasCompany,-75,Savings,Utilities & Bills
2024-12-28,Emergency Fund Contribution,246,Savings,Savings
2024-12-28,Chipotle,-268,Checking,Groceries & Dining
2024-12-29,Spotify Premium,-59,Checking,Entertainment
2024-12-29,Starbucks Coffee,-139,Savings,Groceries & Dining
2024-12-29,Sephora Makeup,-191,Checking,Shopping & Miscellaneous
2024-12-29,Transfer to Savings Account,168,Checking,Savings
2024-12-31,McDonald's,-94,Savings,Groceries & Dining
2025-01-01,Starbucks Coffee,-224,Savings,Groceries & Dining
2025-01-01,Amusement Park Ticket,-70,Checking,Entertainment
2025-01-01,Internet Bill - Comcast,-34,Savings,Utilities & Bills
2025-01-02,Investment Deposit,244,Checking,Savings
2025-01-03,Starbucks Coffee,-249,Checking,Groceries & Dining
2025-01-04,Domino's Pizza,-289,Savings,Groceries & Dining
2025-01-04,Investment Deposit,143,Savings,Savings
2025-01-04,Escape Room Experience,-50,Checking,Entertainment
2025-01-05,Stock Purchase - Robinhood,358,Savings,Savings
2025-01-05,McDonald's,-260,Savings,Groceries & Dining
2025-01-06,Movie Night - AMC Theatres,-10,Savings,Entertainment
2025-01-10,Amazon Purchase,-43,Checking,Shopping & Miscellaneous
2025-01-10,Spotify Premium,-39,Savings,Entertainment
2025-01-13,McDonald's,-291,Savings,Groceries & Dining
2025-01-13,Walmart Household Supplies,-249,Checking,Shopping & Miscellaneous
2025-01-13,Amazon Prime Video,-33,Savings,Entertainment
2025-01-14,Amazon Purchase,-74,Checking,Shopping & Miscellaneous
2025-01-14,HBO Max Subscription,-55,Savings,Entertainment
2025-01-15,Internet Bill - Comcast,-54,Checking,Utilities & Bills
2025-01-16,Internet Bill - Comcast,-75,Savings,Utilities & Bills
2025-01-16,McDonald's,-260,Checking,Groceries & Dining
2025-01-17,Zara Clothing,-54,Savings,Shopping & Miscellaneous
2025-01-17,Emergency Fund Contribution,144,Savings,Savings
2025-01-18,Stock Purchase - Robinhood,124,Checking,Savings
2025-01-20,Salary Payment,3000,Checking,Salary
2025-01-20,Water Bill - City Water,-23,Checking,Utilities & Bills
2025-01-20,Monthly Rent - Apartment,-1200,Checking,Rent
2025-01-21,Internet Bill - Comcast,-26,Savings,Utilities & Bills
2025-01-22,Chipotle,-198,Checking,Groceries & Dining
2025-01-23,HBO Max Subscription,-19,Checking,Entertainment
2025-01-27,Escape Room Experience,-24,Checking,Entertainment
2025-01-27,Sephora Makeup,-118,Checking,Shopping & Miscellaneous
2025-01-27,Heating Bill - GasCompany,-69,Checking,Utilities & Bills
2025-01-27,Mobile Plan - Verizon,-27,Checking,Utilities & Bills
2025-01-28,Walmart Groceries,-151,Checking,Groceries & Dining
2025-01-30,DoorDash,-134,Checking,Groceries & Dining
2025-01-30,IKEA Furniture,-174,Checking,Shopping & Miscellaneous
2025-02-01,Emergency Fund Contribution,435,Savings,Savings
2025-02-01,HBO Max Subscription,-65,Savings,Entertainment
2025-02-02,Internet Bill - Comcast,-63,Checking,Utilities & Bills
2025-02-02,Domino's Pizza,-93,Checking,Groceries & Dining
2025-02-02,Internet Bill - Comcast,-42,Checking,Utilities & Bills
2025-02-02,IKEA Furniture,-84,Checking,Shopping & Miscellaneous
2025-02-02,Sephora Makeup,-37,Checking,Shopping & Miscellaneous
2025-02-03,Heating Bill - GasCompany,-40,Savings,Utilities & Bills
2025-02-03,Whole Foods,-289,Savings,Groceries & Dining
2025-02-04,Apple Store,-199,Savings,Shopping & Miscellaneous
2025-02-04,Internet Bill - Comcast,-63,Savings,Utilities & Bills
2025-02-04,Stock Purchase - Robinhood,396,Savings,Savings
2025-02-05,Water Bill - City Water,-86,Checking,Utilities & Bills
2025-02-05,Mobile Plan - Verizon,-39,Savings,Utilities & Bills
2025-02-06,Amazon Prime Video,-13,Checking,Entertainment
2025-02-06,Internet Bill - Comcast,-76,Checking,Utilities & Bills
2025-02-06,Fine Dining Restaurant,-110,Savings,Groceries & Dining
2025-02-07,Escape Room Experience,-23,Savings,Entertainment
2025-02-08,Retirement Contribution - Vanguard,372,Checking,Savings
2025-02-09,Spotify Premium,-64,Checking,Entertainment
2025-02-09,Starbucks Coffee,-145,Savings,Groceries & Dining
2025-02-10,Local Theatre Play,-49,Checking,Entertainment
2025-02-10,Starbucks Coffee,-81,Checking,Groceries & Dining
2025-02-11,Heating Bill - GasCompany,-76,Checking,Utilities & Bills
2025-02-11,Mobile Plan - Verizon,-88,Checking,Utilities & Bills
2025-02-11,Electricity Bill - PowerCo,-61,Savings,Utilities & Bills
2025-02-12,Mobile Plan - Verizon,-35,Checking,Utilities & Bills
2025-02-13,Electricity Bill - PowerCo,-90,Checking,Utilities & Bills
2025-02-14,Electricity Bill - PowerCo,-42,Checking,Utilities & Bills
2025-02-14,Zara Clothing,-192,Checking,Shopping & Miscellaneous
2025-02-14,Zara Clothing,-139,Checking,Shopping & Miscellaneous
2025-02-15,Local Farmers Market,-294,Checking,Groceries & Dining
2025-02-15,Whole Foods,-149,Savings,Groceries & Dining
2025-02-16,Emergency Fund Contribution,281,Savings,Savings
2025-02-18,Electricity Bill - PowerCo,-60,Checking,Utilities & Bills
2025-02-19,Salary Payment,3000,Checking,Salary
2025-02-19,Local Farmers Market,-115,Checking,Groceries & Dining
2025-02-19,Monthly Rent - Apartment,-1200,Checking,Rent
2025-02-19,Water Bill - City Water,-94,Savings,Utilities & Bills
2025-02-20,Investment Deposit,243,Checking,Savings
2025-02-21,Emergency Fund Contribution,451,Checking,Savings
2025-02-21,Electricity Bill - PowerCo,-52,Savings,Utilities & Bills
2025-02-21,Investment Deposit,359,Savings,Savings
2025-02-21,IKEA Furniture,-211,Savings,Shopping & Miscellaneous
2025-02-22,Electricity Bill - PowerCo,-21,Checking,Utilities & Bills
2025-02-23,Walmart Household Supplies,-157,Savings,Shopping & Miscellaneous
2025-02-24,Local Farmers Market,-84,Checking,Groceries & Dining
2025-02-25,IKEA Furniture,-44,Savings,Shopping & Miscellaneous
2025-02-28,Zara Clothing,-34,Savings,Shopping & Miscellaneous
2025-02-28,Apple Store,-73,Checking,Shopping & Miscellaneous
